street_name,town,lat,lng,mrt_dist,school_dist,mall_dist,upcoming_mrt_dist
HOLLAND AVE,QUEENSTOWN,1.309213811,103.7950853,0.0030711360450658776,0.00795354720520912,0.0009727046772295241,0.01665271107992578
HOLLAND CL,QUEENSTOWN,1.307667689,103.7957456,0.001977036755379488,0.007193025017371947,0.0020800863944188865,0.017840497915853064
HOLLAND DR,QUEENSTOWN,1.310104045,103.7929464,0.0023419489154589425,0.006931457610404446,0.0006169933501172976,0.015651108271529938
HOUGANG AVE 1,HOUGANG,1.354643641,103.8899098,0.005382009005692302,0.003267494236230109,0.0026515680295202976,0.025907933752171465
HOUGANG AVE 10,HOUGANG,1.373313991,103.8918289,0.002980495477443793,0.0007103587429371794,0.0009040580898350045,0.02967109644520299
HOUGANG AVE 2,HOUGANG,1.368246479,103.8848413,0.0025625071028852137,0.0022833581898497337,0.0046057327428243745,0.026550353592013742
HOUGANG AVE 3,HOUGANG,1.352885183,103.8908384,0.004667894393916794,0.003643932115612492,0.0026605302680749662,0.026270404497409697
HOUGANG AVE 4,HOUGANG,1.371527685,103.8879496,0.001468369901190247,0.000973132927769083,0.0015030707929013097,0.028247633321706066
HOUGANG AVE 5,HOUGANG,1.367560337,103.8963658,0.0028938119182662213,0.0007706813564780048,0.004961559639513131,0.028611300538180253
HOUGANG AVE 6,HOUGANG,1.376605882,103.8928927,0.006272377319242926,0.0019245501099298388,0.0027770242818935015,0.029276322098113126
HOUGANG AVE 7,HOUGANG,1.367548085,103.8991022,0.0031058057160057743,0.0011782440155784606,0.0050596078381722155,0.029145827249470676
HOUGANG AVE 8,HOUGANG,1.374859185,103.8882409,0.004593202163672138,0.0010554916992307245,0.0018618365395509588,0.029121018650936
HOUGANG AVE 9,HOUGANG,1.375194036,103.8811277,0.005330154676874545,0.0021025939076951905,0.0005280225647847677,0.027723722575745218
HOUGANG CTRL,HOUGANG,1.371336053,103.892616,0.0010037975782328677,0.0018899643301771398,0.0011813127852219553,0.029032173030679415
HOUGANG ST 11,HOUGANG,1.352019305,103.8801392,0.002198588916911404,0.002756328160592879,0.0014887812490415662,0.024101666006961026
HOUGANG ST 21,HOUGANG,1.358236634,103.8860542,0.001697227362518386,0.0009887670570787232,0.0013183999777990642,0.025133523755507044
HOUGANG ST 22,HOUGANG,1.355820586,103.8910013,0.00430671996582342,0.0020913608434088783,0.0035057324915309797,0.026097719318481493
HOUGANG ST 31,HOUGANG,1.36292016,103.8896527,0.0032029962089832617,0.004120369987530282,0.003504871343623641,0.02650728765382044
HOUGANG ST 32,HOUGANG,1.363442786,103.894207,0.004074664656146103,0.0034955733428219016,0.004329594096574297,0.02748977442452399
HOUGANG ST 51,HOUGANG,1.380337359,103.8878393,0.0034963267265819982,0.002440814928943307,0.0010195250806131779,0.027228116737496692
HOUGANG ST 52,HOUGANG,1.376815853,103.8893684,0.00650587245747958,0.001326579510400848,0.0022574076228536475,0.028566435764826842
HOUGANG ST 61,HOUGANG,1.374862785,103.8863677,0.00467440540300457,0.0011863783685162937,0.001534496661344326,0.028788093569501027
HOUGANG ST 91,HOUGANG,1.377231607,103.8822031,0.006780454315238666,0.0003082156248863576,0.0017001473601695233,0.027128921922965385
HOUGANG ST 92,HOUGANG,1.373310036,103.8800394,0.003832594157782318,0.001074684483067542,0.0023071548309451764,0.027598488702245697
HOY FATT RD,BUKIT MERAH,1.288429756,103.8119298,0.001800298310061088,0.0030101224651384005,0.0018309888690188124,0.01612652214747476
INDUS RD,BUKIT MERAH,1.29160399,103.8277349,0.002862521228041035,0.0009516434733073431,0.0022048285664116084,0.011449342116325966
JELAPANG RD,BUKIT PANJANG,1.386134661,103.7671495,0.0042614459217872125,0.0002725519909166118,0.0008582177810545813,0.004330438132371708
JELEBU RD,BUKIT PANJANG,1.379589133,103.7640758,0.0005493880197074358,0.0009963148627645949,0.00029932516797605865,0.006631256649874489
JELLICOE RD,KALLANG/WHAMPOA,1.308129589,103.8622853,0.0007490463274485552,0.005174410148687422,0.0025379748739116194,0.011264609747463478
JLN BAHAGIA,KALLANG/WHAMPOA,1.32735034,103.8580046,0.00485777015416078,0.004102478452728054,0.002791869760119374,0.01778584360509555
JLN BATU,KALLANG/WHAMPOA,1.303089264,103.8833964,0.002150650928904588,0.004897089869112626,0.0021060976649571917,0.00528955376046419
JLN BERSEH,CENTRAL AREA,1.307354711,103.8575198,0.0013713878839098834,0.004739414831418915,0.0021104329955579696,0.010943251381471314
JLN BT HO SWEE,BUKIT MERAH,1.287526038,103.8296666,0.0014678932567650973,0.00347508024309371,0.0013033952496186371,0.01158489210272088
JLN BT MERAH,BUKIT MERAH,1.2838168,103.8194052,0.003199484598282215,0.001893439747524786,0.0034871629310302367,0.012074801214355226
JLN DAMAI,BEDOK,1.333680965,103.909418,0.001305854659481098,0.002659324169578687,0.008957956540362733,0.010833291670250505
JLN DUA,GEYLANG,1.309284124,103.8876539,0.0009496379735698228,0.0017220406434797155,0.005627643947636675,0.007449798590499003
JLN DUSUN,KALLANG/WHAMPOA,1.327939292,103.8439367,0.004737484544317443,0.004839002724423938,0.0011774446545412252,0.021222630968222207
JLN KAYU,SENGKANG,1.396826052,103.8730067,0.006435320640390023,0.003651057242026528,0.005383861005676229,0.019480017012938305
JLN KLINIK,BUKIT MERAH,1.287863373,103.8287429,0.0014952856773185223,0.0036720453024150753,0.0015745297238109002,0.01172177794907832
JLN KUKOH,CENTRAL AREA,1.288071338,103.8397185,0.0017637842183227657,0.00535222223920609,0.002089272088891109,0.008765292969018826
JLN MA'MOR,KALLANG/WHAMPOA,1.328377114,103.8571883,0.004176612151698154,0.00331335037192019,0.0029333826909030644,0.01816197427142478
JLN MEMBINA,BUKIT MERAH,1.283618512,103.8268322,0.002576495915872369,0.0006432141167366564,0.002704345683228267,0.011169955584436517
JLN RAJAH,KALLANG/WHAMPOA,1.328112988,103.8512534,0.004568388607230889,0.004472230719321165,0.0016264155251727716,0.019512634095138294
JLN RUMAH TINGGI,BUKIT MERAH,1.288007464,103.8094732,0.002595566850834507,0.002952247017477786,0.0013765048045669013,0.01688436604489637
JLN TECK WHYE,CHOA CHU KANG,1.380149959,103.7577459,0.0008795347470192552,0.00227618879787206,0.0004953229839221966,0.005543334343647069
JLN TENAGA,BEDOK,1.332676591,103.9066074,0.002331658589415218,0.0019255661043009152,0.008548653464102244,0.010306986561717782
JLN TENTERAM,KALLANG/WHAMPOA,1.327155632,103.8595204,0.004834420471652839,0.004143907023646287,0.0031362713326266636,0.01739545897528052
JLN TIGA,GEYLANG,1.308134307,103.8845173,0.0012681990856311376,0.0030289230638881207,0.00587119067003348,0.007684528209638796
JOO CHIAT RD,GEYLANG,1.305639707,103.9053274,0.005032158308972677,0.0014295830256271648,0.0004232256941476027,0.0021245960462724016
JOO SENG RD,TOA PAYOH,1.336555117,103.8818971,0.0020575242943619678,0.0017506903454003388,0.005488209451802601,0.01697103941257882
JURONG EAST AVE 1,JURONG EAST,1.344342216,103.7347408,0.002144013907839799,0.002104104597884033,0.005376117997535417,0.004833654149214025
JURONG EAST ST 13,JURONG EAST,1.337183561,103.7373051,0.004049802990440956,0.000734464246157043,0.0028985148826923637,0.002913199433407074
JURONG EAST ST 21,JURONG EAST,1.337171691,103.7433629,0.003886879911509363,0.001810519563793389,0.0024389723647640594,0.002675692761013332
JURONG EAST ST 24,JURONG EAST,1.342396083,103.7414691,0.001976836960367302,0.0004144535211638012,0.0076236943558612635,0.002566835072122508
JURONG EAST ST 31,JURONG EAST,1.347077838,103.7305042,0.003534778112666059,0.0020713456110982476,0.004067914000427365,0.005336698281524362
JURONG EAST ST 32,JURONG EAST,1.347289545,103.7337491,0.003896456269020353,0.0024976764898329814,0.004580174749304698,0.005104153764673224
JURONG WEST AVE 1,JURONG WEST,1.351267864,103.7213088,0.006566472678805857,0.003615057556669825,0.005266492655607505,0.0023206581689216347
JURONG WEST AVE 3,JURONG WEST,1.35222629,103.7047506,0.008732393858280122,0.005125798414669975,0.0038065777430428245,0.0021141613797631717
JURONG WEST AVE 5,JURONG WEST,1.346866071,103.6970503,0.0059398685520057415,0.0008361425324056458,0.001881760580251046,0.0015293284056523107
JURONG WEST CTRL 1,JURONG WEST,1.342797065,103.7053898,0.0037983773426715304,0.0018225144173494685,0.002160722122312504,0.0027020477857484858
JURONG WEST CTRL 3,JURONG WEST,1.340755561,103.7062824,0.0021520843505456405,0.0028967148196551574,0.001306803172730868,0.001872337846511715
JURONG WEST ST 24,JURONG WEST,1.350384442,103.706914,0.006869684751054229,0.0034946403817162903,0.0025983661521889324,0.0012330211581530399
JURONG WEST ST 25,JURONG WEST,1.354245967,103.703932,0.010663584401128811,0.0071002437990800625,0.0020156439155496354,0.002515277203850178
JURONG WEST ST 41,JURONG WEST,1.34850159,103.7232955,0.004274485000237219,0.0009343821987342652,0.0032053796479551175,0.003369831360200167
JURONG WEST ST 42,JURONG WEST,1.353375067,103.7216352,0.007465832862342815,0.005722004530262918,0.004799661718330634,0.001717647146036361
JURONG WEST ST 51,JURONG WEST,1.347875154,103.7205594,0.0036170815646730226,0.00030788968377858133,0.002339116684521273,0.0030033225878455675
JURONG WEST ST 52,JURONG WEST,1.348344812,103.717785,0.004145964056520139,0.0010774444853546641,0.0022957640402857865,0.0022511560914998405
JURONG WEST ST 61,JURONG WEST,1.338793091,103.6985286,0.0012265289731404436,0.002395492412864389,0.0019852969389754426,0.0017677365584127381
JURONG WEST ST 62,JURONG WEST,1.340703668,103.7009939,0.002399534276277667,0.0034622852833014637,0.001291666962284567,0.002176926549292235
JURONG WEST ST 64,JURONG WEST,1.341321565,103.7040069,0.0027579858572594758,0.0028041046739473194,0.0015767814220016933,0.0024896781605375008
JURONG WEST ST 65,JURONG WEST,1.339877806,103.7009692,0.0017291074511673749,0.003144974894160631,0.0013768652727819163,0.001559781420461949
JURONG WEST ST 71,JURONG WEST,1.342873161,103.6954959,0.0049023382068299395,0.0017369802815043428,0.001263544239411592,0.0030007165766269173
JURONG WEST ST 72,JURONG WEST,1.346201339,103.6989557,0.005288427003582231,0.0010439312852389667,0.002554544478058125,0.0011167200792015727
JURONG WEST ST 73,JURONG WEST,1.347301368,103.6997562,0.005622560883905018,0.0002083089002881466,0.0015076144536356507,0.0011510757578462906
JURONG WEST ST 74,JURONG WEST,1.34951018,103.6992649,0.007124093792944751,0.002342412633788094,0.0008385103060259949,0.0011639806150639139
JURONG WEST ST 75,JURONG WEST,1.34830619,103.6998715,0.0061964783845791915,0.0011311632633744968,0.0006406934663063692,0.0004278274384146188
JURONG WEST ST 81,JURONG WEST,1.34739612,103.6950917,0.006565754982518227,0.0012247390420479644,0.001467156996263456,0.001172544363135112
JURONG WEST ST 91,JURONG WEST,1.341937809,103.6899085,0.004672203270783598,0.0007539965387824409,0.0016861130455478148,0.004498019182790667
JURONG WEST ST 92,JURONG WEST,1.341383458,103.6901778,0.004137460655643936,0.0012689348454085051,0.0016319655843981859,0.004436430782470625
JURONG WEST ST 93,JURONG WEST,1.338270135,103.6930039,0.001222942300359966,0.001108977242146853,0.0033594819265468597,0.0031000566674751016
KALLANG BAHRU,KALLANG/WHAMPOA,1.318180493,103.8666464,0.0021441786782864115,0.003645075163160218,0.0057464360481317,0.016720035120358336
KANG CHING RD,JURONG WEST,1.339165606,103.7220831,0.0037242042363772178,0.001329902745235285,0.0035442723175841914,0.00365735406685812
KEAT HONG CL,CHOA CHU KANG,1.374722617,103.7426473,0.006011836689681314,0.003040363064017364,0.0026649724531636176,0.008757482142092524
KEAT HONG LINK,CHOA CHU KANG,1.375905813,103.748959,0.004343666978900298,0.0023066277633148,0.0017053593732552874,0.009227940158254039
KELANTAN RD,CENTRAL AREA,1.305575442,103.85632,0.0004852368712902705,0.005500481962274889,0.0016106318865052476,0.0094828467173905
KENT RD,KALLANG/WHAMPOA,1.316292577,103.8521212,0.003222076298477461,0.0019497137409227407,0.0022508927217527635,0.01879007340748976
KG ARANG RD,KALLANG/WHAMPOA,1.30035142,103.8821945,0.003063115297470628,0.006809331984610928,0.0024669974790734405,0.0026629591470458476
KG KAYU RD,KALLANG/WHAMPOA,1.30343642,103.8844522,0.0024900969375940708,0.004496284728410218,0.0025108254889449613,0.005485837816540736
KIM CHENG ST,BUKIT MERAH,1.284762643,103.8319039,0.0019890718083214404,0.0017689677259769255,0.0018738557598641098,0.012026767291833827
KIM KEAT AVE,TOA PAYOH,1.333401865,103.8579887,0.002581296799841567,0.0029175632139296997,0.002368822743871582,0.01963988288651119
KIM KEAT LINK,TOA PAYOH,1.331208714,103.8549555,0.0022303961001686563,0.0024701520055276857,0.001453122857632858,0.019442502682687435
KIM PONG RD,BUKIT MERAH,1.285148148,103.8301769,0.0013762524812335611,0.001516283121166001,0.0012917440194249038,0.012458088867987289
KIM TIAN PL,BUKIT MERAH,1.283489569,103.8286967,0.002747075315880522,0.001060532814639654,0.0028149477282363874,0.010919811449256458
KIM TIAN RD,BUKIT MERAH,1.282613065,103.8277476,0.0035877533780545607,0.001677548228071084,0.003687601242971176,0.010131541279478082
KING GEORGE'S AVE,KALLANG/WHAMPOA,1.309067915,103.8606006,0.0017693063302522585,0.004158145858766747,0.0015939854525394803,0.012286890842063228
KLANG LANE,CENTRAL AREA,1.308535667,103.8523068,0.0014419927614709995,0.0030506704378768425,0.0016408959330217045,0.01258766541507356
KRETA AYER RD,CENTRAL AREA,1.281252317,103.8421525,0.0008728657094206556,0.005471693925960071,0.0027953372242333118,0.008135679404061926
LENGKOK BAHRU,BUKIT MERAH,1.287083965,103.8136773,0.002689690828932897,0.0015785943422256814,0.0023572684234875432,0.015717414952759606
LENGKONG TIGA,BEDOK,1.324542988,103.9113949,0.0035160899706466638,0.0046250204438310185,0.004340872320722422,0.004576542055825097
LIM LIAK ST,BUKIT MERAH,1.285414138,103.8314798,0.0014819543324984476,0.0019692829434967024,0.001299893582666281,0.012007304249271858
LOMPANG RD,BUKIT PANJANG,1.380083487,103.7655632,0.000980908590289636,0.0008902792215350018,0.0003012911169821243,0.006393454418828456
LOR 1 TOA PAYOH,TOA PAYOH,1.339847906,103.8481714,0.0004136071298742289,0.0017484456403905515,0.007843760461205917,0.022942586100157918
LOR 1A TOA PAYOH,TOA PAYOH,1.33715071,103.8447003,0.001209370844617609,0.0005968109987543598,0.005276273056096982,0.02367145346401311
LOR 2 TOA PAYOH,TOA PAYOH,1.33617921,103.8463207,0.001958028818440523,0.001174775004070629,0.004246732860747922,0.023348052814608188
LOR 3 GEYLANG,KALLANG/WHAMPOA,1.315124341,103.8730864,0.0028182638963720518,0.003663272248563828,0.0048556266793583725,0.013810266695802577
LOR 3 TOA PAYOH,TOA PAYOH,1.338289372,103.8479971,0.001838048494556368,0.0009711471447143531,0.006290383930711054,0.023991847158986404
LOR 4 TOA PAYOH,TOA PAYOH,1.335682432,103.8508413,0.003106331603536808,0.001864527225634452,0.0036759414398105845,0.02218737747319079
LOR 5 TOA PAYOH,TOA PAYOH,1.336602206,103.8526851,0.003134528585384643,0.0010230366399373674,0.004636178562090408,0.022289693150725393
LOR 6 TOA PAYOH,TOA PAYOH,1.338299869,103.8534128,0.002365129898310839,0.001053376930801601,0.0063407987412990394,0.023101048536310734
LOR 7 TOA PAYOH,TOA PAYOH,1.337546313,103.8564648,0.0033955459524045153,0.0002667661980585075,0.005744595946153529,0.02208902900722663
LOR 8 TOA PAYOH,TOA PAYOH,1.339901784,103.8565136,0.002241309967350081,0.0004774991739818031,0.008038843565892054,0.023530385458489192
LOR AH SOO,HOUGANG,1.351575205,103.8847996,0.0030352728626300497,0.002102777161938219,0.0023028981328485623,0.025174996319354073
LOR LEW LIAN,SERANGOON,1.350252938,103.8773373,0.001582846969597606,0.001845898244819638,0.0012998409787732623,0.023855363295784117
LOR LIMAU,KALLANG/WHAMPOA,1.324234858,103.8550078,0.00460083914616018,0.002556965196498953,0.0033189966354299524,0.018316357370947008
LOWER DELTA RD,BUKIT MERAH,1.280753939,103.8238345,0.004670245333826521,0.0035096160776893768,0.005675198211035845,0.008766537450733327
MACPHERSON LANE,GEYLANG,1.33209724,103.8852429,0.0031338360750836052,0.004158139190246292,0.003922106719506214,0.013446067908632913
MARGARET DR,QUEENSTOWN,1.296971112,103.8083051,0.002494743116788484,0.0013926425904018341,0.0073277686137567756,0.017606652693370157
MARINE CRES,MARINE PARADE,1.305614776,103.9119743,0.0065557784493189995,0.0008997611868976276,0.001859378008162793,0.0005133319177803011
MARINE DR,MARINE PARADE,1.30375229,103.9090322,0.006973388477306613,0.0027839179641963208,0.001432899325763954,0.0015548893275979835
MARINE PARADE CTRL,MARINE PARADE,1.302331602,103.9065169,0.007268630344208377,0.0033669969252264893,0.0004652666592880439,0.0005089642963171459
MARINE TER,MARINE PARADE,1.305200837,103.9152774,0.007515889323861976,0.000658670750466633,0.0026860929448797913,0.0009353657944914735
MARSILING CRES,WOODLANDS,1.448348156,103.7748725,0.0013230711376020548,0.0035795800695244675,0.003944726425935776,0.03800233071916275
MARSILING DR,WOODLANDS,1.442435906,103.7750644,0.0038267903293371223,0.001748332869821912,0.0020468731764825263,0.03322505166002495
MARSILING LANE,WOODLANDS,1.44535146,103.7758654,0.0031821326994238186,0.002639839542108744,0.002802083964144933,0.03547230731284661
MARSILING RD,WOODLANDS,1.438873157,103.7761594,0.0032216513979229314,0.0035368382286611244,0.0030841830847445177,0.030449493242673372
MARSILING RISE,WOODLANDS,1.439541682,103.7811777,0.0027661734209299287,0.0026614812157580003,0.0027977552139204164,0.030502899741068262
MCNAIR RD,KALLANG/WHAMPOA,1.319683618,103.858086,0.0009454457384355268,0.0020794665448867706,0.0035173334879263613,0.018249549373861487
MEI LING ST,QUEENSTOWN,1.294454242,103.8032205,0.0007852499623005917,0.0016392421054407164,0.005558503525758363,0.018399677680582663
MOH GUAN TER,BUKIT MERAH,1.284018039,103.8305044,0.0023902499078376814,0.001301780335245053,0.0023803242258179564,0.011343556457853466
MONTREAL DR,SEMBAWANG,1.451892327,103.8244357,0.0029116761872407877,0.00025440517917049135,0.003746121882709071,0.038450483973321826
MONTREAL LINK,SEMBAWANG,1.450831054,103.8268814,0.001979016047816209,0.0012180492372148596,0.002785187022737372,0.03735422529360948
MOULMEIN RD,KALLANG/WHAMPOA,1.319277871,103.8485032,0.001523236141865921,0.0020959645283144574,0.0013186959118792554,0.020653568234521153
NEW MKT RD,CENTRAL AREA,1.287338617,103.8446828,0.0004173776839925657,0.006124985090776521,0.0008417352560019396,0.00783655009297493
NEW UPP CHANGI RD,BEDOK,1.324605106,103.9350566,0.0013722883734503814,0.0013487019809381789,0.0014369181444596174,0.0013494615316246572
NTH BRIDGE RD,KALLANG/WHAMPOA,1.294881912,103.8528173,0.0018934943129995277,0.0011709193072002022,0.0009480908156643073,0.005814262478020289
OLD AIRPORT RD,GEYLANG,1.307833411,103.885752,0.0010914215614954747,0.0032338933963071757,0.005674960608025345,0.007245015048399684
OWEN RD,KALLANG/WHAMPOA,1.314792189,103.8522697,0.0017683844903811526,0.0024534985038753613,0.0032171613329812863,0.018016845265187306
PANDAN GDNS,JURONG EAST,1.320484492,103.7478404,0.006904911259712293,0.0035326411315442854,0.006064556552938614,0.0008548106095317592
PASIR RIS DR 1,PASIR RIS,1.371191705,103.9488374,0.0018183059392858942,0.0020557794021332683,0.00116925718397963,0.03965860709350188
PASIR RIS DR 10,PASIR RIS,1.37986131,103.938164,0.007180720617859608,0.0024945278182141946,0.0021116365603542167,0.03572116026577954
PASIR RIS DR 3,PASIR RIS,1.375077256,103.951678,0.00212228616263799,0.0013949303805141126,0.0017010085059076664,0.04048299166984744
PASIR RIS DR 4,PASIR RIS,1.373801414,103.9608365,0.0024039639218907402,0.0015360064691173237,0.002610745880104517,0.04237265382271722
PASIR RIS DR 6,PASIR RIS,1.372224488,103.9567567,0.0016701902661326396,0.00024180155559634826,0.0013761645237145355,0.04141512973547628
PASIR RIS ST 11,PASIR RIS,1.365129337,103.9586131,0.00809820049273403,0.0006358447559869303,0.00229142635337256,0.03625601791141215
PASIR RIS ST 12,PASIR RIS,1.36676676,103.958831,0.00652663611108763,0.0012818624562018451,0.0012128410311786721,0.03789036340778492
PASIR RIS ST 13,PASIR RIS,1.363579634,103.9616641,0.007533250830885349,0.001983391728391432,0.0035390225079688607,0.034687074869127185
PASIR RIS ST 21,PASIR RIS,1.368299366,103.9623338,0.005377844584304813,0.0022862606894344674,0.0013175507214597745,0.039403393019441
PASIR RIS ST 41,PASIR RIS,1.372946614,103.9587618,0.0018674031836565894,0.000594671894251379,0.0018628666568315632,0.041966959693274145
PASIR RIS ST 51,PASIR RIS,1.368211488,103.9500957,0.004799404459272606,0.0003069990477992776,0.0031491638349388303,0.0393679794140121
PASIR RIS ST 52,PASIR RIS,1.374889436,103.9461502,0.0019775589485598057,0.00042613709427228983,0.0025122812273457667,0.03953957900419854
PASIR RIS ST 53,PASIR RIS,1.374236033,103.9469837,0.001306782922778009,0.0004557247641035849,0.0019702403171120617,0.039925229865616765
PASIR RIS ST 71,PASIR RIS,1.375749936,103.9373131,0.003599755191547207,0.0005196912389810384,0.002362840858708374,0.037631765046312195
PASIR RIS ST 72,PASIR RIS,1.380629167,103.9365091,0.008007820483363553,0.0032994975886830934,0.0029410013952148066,0.034922350461412136
PAYA LEBAR WAY,GEYLANG,1.322960088,103.8835345,0.003368473159220969,0.0020908036179436706,0.004710404834658173,0.01143286604125663
PENDING RD,BUKIT PANJANG,1.376473865,103.7711821,0.0036327696636441684,0.002873649428103042,0.0023981267710949743,0.009999712479046447
PETIR RD,BUKIT PANJANG,1.374936427,103.7709426,0.00499075538421573,0.0013497995115692057,0.003736289638549514,0.01134012757601021
PINE CL,GEYLANG,1.308174211,103.8829205,0.0016671229676626705,0.0031518508246270714,0.005595833417280463,0.00800968040905732
PIPIT RD,GEYLANG,1.323806832,103.8868782,0.003126709562120801,0.0017425368261417139,0.005186708369350276,0.010548425614216726
POTONG PASIR AVE 1,TOA PAYOH,1.335131317,103.8670165,0.003793645606477524,0.0020585637370386747,0.003127940152688983,0.01869433395433027
POTONG PASIR AVE 2,TOA PAYOH,1.33236771,103.8671313,0.0011217934454324304,0.0013762868816518858,0.0004963143679794743,0.017250368574812353
POTONG PASIR AVE 3,TOA PAYOH,1.333710432,103.8651773,0.002532960058635878,0.0026524694125283693,0.0018725668111798952,0.018297487960830087
PUNGGOL CTRL,PUNGGOL,1.399511809,103.911158,0.005120357501593417,0.00038483330620022425,0.0033344595993248264,0.01576819292887914
PUNGGOL DR,PUNGGOL,1.402633278,103.9125114,0.002480087854103334,0.002004258172768643,0.00024788194557040895,0.0126487347922085
PUNGGOL EAST,PUNGGOL,1.395335509,103.9164806,0.005153370279120002,0.0013545208037623409,0.0013016866803140389,0.019964033546827634
PUNGGOL FIELD,PUNGGOL,1.399624609,103.9055961,0.004810355411830621,0.0006038003141970278,0.003463341568029303,0.015680989748616633
PUNGGOL FIELD WALK,PUNGGOL,1.392036904,103.9126164,0.0030582551843507015,0.0026776402283260475,0.001458432527955385,0.02324444049933109
PUNGGOL PL,PUNGGOL,1.403188329,103.9031328,0.0012229560773788675,0.001502791426001659,0.0017630659144239683,0.01215947579949431
PUNGGOL RD,PUNGGOL,1.395383558,103.9024519,0.0038378884930309267,0.0013181759457437908,0.0022252179138374673,0.01994730088082714
PUNGGOL WALK,PUNGGOL,1.405472113,103.9005014,0.001104075260922952,0.0008333582109362073,0.0009806362780047583,0.009953061931031133
PUNGGOL WAY,PUNGGOL,1.410644652,103.8998481,0.0062570147236937585,0.0009689102683047312,0.004248678164420837,0.004961768204701783
QUEEN ST,CENTRAL AREA,1.299660586,103.8534651,0.0008340885458410315,0.005461975891115377,0.00010596152812675492,0.005887124884817913
QUEEN'S CL,QUEENSTOWN,1.293305021,103.7999302,0.0020917244739217257,0.003091673339549796,0.004642755382350854,0.01916640239116336
QUEEN'S RD,BUKIT TIMAH,1.320830188,103.8093023,0.00216200813602216,0.0003843328260934301,0.004435704346773809,0.015951414896071797
QUEENSWAY,QUEENSTOWN,1.299651029,103.8009343,0.0036104686216031343,0.00022306674466567231,0.006640282034335233,0.019647643161916056
RACE COURSE RD,KALLANG/WHAMPOA,1.311871519,103.8530494,0.0013414675811961002,0.0007669506560932322,0.00100232264206793,0.015565429717487495
REDHILL CL,BUKIT MERAH,1.286753521,103.8170404,0.002848788314027577,0.0012318832872776548,0.003132992296150717,0.015032546466962787
REDHILL LANE,BUKIT MERAH,1.288263291,103.8185858,0.0014640944914215174,0.0028005386977881003,0.003306110711957133,0.014349494826733667
REDHILL RD,BUKIT MERAH,1.287913678,103.8163841,0.0017237200148387797,0.0023303388353807845,0.0031652591239377183,0.015028814012473269
RIVERVALE CRES,SENGKANG,1.391838415,103.907349,0.002110256767094868,0.002706535343340621,0.0006364706722377629,0.023449902756948245
RIVERVALE DR,SENGKANG,1.387392356,103.9044878,0.004256129642174686,0.0004056096415392303,0.0019429357448243374,0.027909848444379083
RIVERVALE ST,SENGKANG,1.38862211,103.9034474,0.003434125047022829,0.0010993563438196695,0.0031292749448633916,0.026688778756436472
RIVERVALE WALK,SENGKANG,1.38347583,103.9008747,0.001472603453536254,0.001125547305631478,0.0015987124629162114,0.029046134229977393
ROWELL RD,CENTRAL AREA,1.308592237,103.8550926,0.0019183759497773663,0.0037383141557019955,0.001368282794546848,0.012329502740863557
SAGO LANE,CENTRAL AREA,1.281461191,103.8440925,0.00092980939795515,0.005839947024386598,0.0026186704387356112,0.008259387219610302
SAUJANA RD,BUKIT PANJANG,1.38256949,103.7670166,0.0032027520153879003,0.0016799670413884496,0.0012357928651688683,0.004914945159484856
SEGAR RD,BUKIT PANJANG,1.388766332,103.7707884,0.005905355163552194,0.0010698047535418395,0.0035718647353446672,0.0060755506393286125
SELEGIE RD,CENTRAL AREA,1.303244116,103.8501254,0.0009258853303660144,0.0065604447783053,0.000839685471546555,0.008640695212186725
SEMBAWANG CL,SEMBAWANG,1.447577129,103.8174049,0.0014875670118812522,0.001995405393147886,0.0006668866005912656,0.03478753292534409
SEMBAWANG CRES,SEMBAWANG,1.444803427,103.8167119,0.0023838702733241656,0.0006070756434415146,0.002162420082926248,0.03232600721011645
SEMBAWANG DR,SEMBAWANG,1.452734356,103.8169889,0.0037267741280993644,0.0010283265415969955,0.004549699382194658,0.03955212705654847
SEMBAWANG VISTA,SEMBAWANG,1.447427408,103.8208087,0.0016013684295383963,0.0023538714508476305,0.0007844897976766374,0.03447900971930627
SEMBAWANG WAY,SEMBAWANG,1.448735832,103.8164151,0.0005382809921519507,0.0024840650826210156,0.0006569899777690379,0.03589306131129603
SENG POH RD,BUKIT MERAH,1.285206152,103.8329853,0.0019523637179454819,0.002220095570883483,0.001757074588952677,0.01174925399061076
SENGKANG CTRL,SENGKANG,1.38480879,103.8933373,0.001115890877016655,0.0011026505480736372,0.0017416382090627814,0.027511592230206897
SENGKANG EAST AVE,SENGKANG,1.386863038,103.8934863,0.0031698876872067604,0.0017872009895383112,0.002069337140634377,0.027444033048727154
SENGKANG EAST RD,SENGKANG,1.390743561,103.8926165,0.0011277596604823176,0.0010461686236016246,0.0013815780092656129,0.02472901490734195
SENGKANG EAST WAY,SENGKANG,1.39250844,103.8966823,0.0007903487684897784,0.0010205946915363261,0.0005374244306852908,0.022896773696977457
SENGKANG WEST AVE,SENGKANG,1.391173984,103.8765348,0.0034323779544285318,0.0009486166432738196,0.00030504890138598954,0.02475491632296291
SENGKANG WEST WAY,SENGKANG,1.395447253,103.8771684,0.004914065252078156,0.0023619978591928772,0.003981351721139932,0.020602570700251455
SENJA LINK,BUKIT PANJANG,1.387248481,103.7627263,0.003859029117392638,0.0016460707284250953,0.0020526132684281183,0.004008109391441194
